epoch,Acivation,Batch_size,Comp_time,Cum_comp_time,Dropout_rate,Objective,Optimizer,_Dataset_name,_Model_id,_Model_setup,acc,loss,val_acc,val_loss
3,relu,64,41.78959655761719,168.3212068080902,0.7,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000003,CNN,0.9858,0.04487815084072451,0.9809,0.05800449343584478
4,relu,64,41.84293246269226,210.16413927078247,0.7,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000003,CNN,0.98765,0.038673108307706816,0.9822,0.058659305803477765
5,relu,64,41.85168790817261,252.01582717895508,0.7,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000003,CNN,0.9895166666666667,0.0332286205564936,0.9843,0.05613843641751446
6,relu,64,41.64660859107971,293.6624357700348,0.7,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000003,CNN,0.9906666666666667,0.02853214710460355,0.9834,0.05990671355122468
7,relu,64,41.42747521400452,335.0899109840393,0.7,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000003,CNN,0.9915166666666667,0.026226017240155487,0.9823,0.061082177227316424
8,relu,64,41.394978761672974,376.4848897457123,0.7,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000003,CNN,0.9911666666666666,0.025806233292321363,0.9827,0.06391670217451174
9,relu,64,41.62483763694763,418.1097273826599,0.7,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000003,CNN,0.9922166666666666,0.023261099170520903,0.9845,0.06186486871521338
0,relu,64,42.28699851036072,42.28699851036072,0.9,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000004,CNN,0.9295,0.23066651612917582,0.972,0.0903956960298121
1,relu,64,41.600929737091064,83.88792824745178,0.9,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000004,CNN,0.9602,0.13122471068898836,0.978,0.07140502135958522
2,relu,64,41.55112266540527,125.43905091285706,0.9,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000004,CNN,0.966,0.11128706953028838,0.9782,0.06384235752150416
3,relu,64,41.59088397026062,167.02993488311768,0.9,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000004,CNN,0.9692,0.10034935983121396,0.9797,0.06431814857739955
4,relu,64,41.60562086105347,208.63555574417114,0.9,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000004,CNN,0.9718,0.09130829821502169,0.9805,0.057304696787521245
5,relu,64,41.57962727546692,250.21518301963806,0.9,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000004,CNN,0.9726666666666667,0.08538108071237803,0.9817,0.05723779409211129
6,relu,64,41.50170183181763,291.7168848514557,0.9,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000004,CNN,0.9739333333333333,0.08189960233842333,0.9816,0.057055757430102674
7,relu,64,41.61900472640991,333.3358895778656,0.9,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000004,CNN,0.9755,0.07635502197369932,0.9834,0.05410883295200765
8,relu,64,41.404258489608765,374.74014806747437,0.9,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000004,CNN,0.97595,0.07508360725467404,0.9829,0.05260858279494569
9,relu,64,41.47714614868164,416.217294216156,0.9,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000004,CNN,0.97625,0.07168755416944624,0.9826,0.05486689578033984
0,sigmoid,64,31.004769563674927,31.004769563674927,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000005,CNN,0.09856666666666666,14.507266278076171,0.0958,14.573981672668458
1,sigmoid,64,30.17417049407959,61.17894005775452,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000005,CNN,0.09863333333333334,14.528313731892904,0.0958,14.573981672668458
2,sigmoid,64,30.280625104904175,91.45956516265869,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000005,CNN,0.09863333333333334,14.528313752746582,0.0958,14.573981672668458
3,sigmoid,64,30.205540418624878,121.66510558128357,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000005,CNN,0.09863333333333334,14.52831375020345,0.0958,14.573981672668458
4,sigmoid,64,30.21901512145996,151.88412070274353,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000005,CNN,0.09863333333333334,14.52831373647054,0.0958,14.573981672668458
5,sigmoid,64,30.152320861816406,182.03644156455994,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000005,CNN,0.09863333333333334,14.528313766479492,0.0958,14.573981672668458
6,sigmoid,64,30.167728185653687,212.20416975021362,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000005,CNN,0.09863333333333334,14.52831372273763,0.0958,14.573981672668458
7,sigmoid,64,30.485578298568726,242.68974804878235,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000005,CNN,0.09863333333333334,14.528313751220702,0.0958,14.573981672668458
8,sigmoid,64,30.51798701286316,273.2077350616455,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000005,CNN,0.09863333333333334,14.528313745117188,0.0958,14.573981672668458
9,sigmoid,64,30.566401958465576,303.7741370201111,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000005,CNN,0.09863333333333334,14.528313751220702,0.0958,14.573981672668458
0,elu,64,32.15678358078003,32.15678358078003,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000006,CNN,0.8899333333333334,0.45018181825876236,0.9197,0.29609925433397294
1,elu,64,31.328560829162598,63.48534440994263,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000006,CNN,0.9134666666666666,0.31642228089968366,0.9083,0.3215017519593239
2,elu,64,31.247035026550293,94.73237943649292,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000006,CNN,0.9162333333333333,0.30514508464336393,0.9006,0.3659599666118622
3,elu,64,31.38614296913147,126.11852240562439,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000006,CNN,0.91495,0.3077367885152499,0.9116,0.32114030866026877
4,elu,64,31.480963706970215,157.5994861125946,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000006,CNN,0.9187666666666666,0.29265646630922953,0.9242,0.30749892330765727
5,elu,64,31.42783546447754,189.02732157707214,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000006,CNN,0.9210666666666667,0.2847545213421186,0.9047,0.35495076060295105
6,elu,64,31.37200093269348,220.39932250976562,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000006,CNN,0.9246333333333333,0.27549993728399275,0.9213,0.2842668883085251
7,elu,64,31.426851987838745,251.82617449760437,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000006,CNN,0.9260833333333334,0.2629358578046163,0.9166,0.306275157892704
8,elu,64,31.56064224243164,283.386816740036,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000006,CNN,0.9302833333333334,0.2531267725388209,0.9245,0.2970702906012535
9,elu,64,31.57624101638794,314.96305775642395,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000006,CNN,0.93155,0.24526841227809587,0.9287,0.2794330849468708
0,tanh,64,31.416143894195557,31.416143894195557,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000007,CNN,0.8867,0.49592866950035097,0.9199,0.32789846585541965
1,tanh,64,30.620631217956543,62.0367751121521,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000007,CNN,0.9141166666666667,0.3124859318971634,0.9123,0.3273697482764721
2,tanh,64,30.567367553710938,92.60414266586304,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000007,CNN,0.9152833333333333,0.30829894373814265,0.9178,0.3003957234501839
3,tanh,64,30.604193449020386,123.20833611488342,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000007,CNN,0.9162,0.3021085466066996,0.9086,0.3096038442969322
4,tanh,64,30.57331418991089,153.7816503047943,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000007,CNN,0.9160666666666667,0.3027887478689353,0.917,0.3210300973832607
5,tanh,64,30.59511685371399,184.3767671585083,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000007,CNN,0.9177,0.29466215800444284,0.9173,0.3098361860752106
6,tanh,64,30.55098056793213,214.92774772644043,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000007,CNN,0.91915,0.2942865587413311,0.9097,0.3315101748347282
7,tanh,64,30.75009274482727,245.6778404712677,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000007,CNN,0.9201833333333334,0.2886908470551173,0.9224,0.2996675480782986
8,tanh,64,30.544233322143555,276.22207379341125,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000007,CNN,0.9216833333333333,0.2822687734246254,0.9142,0.32081533470749857
9,tanh,64,30.53844928741455,306.7605230808258,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000007,CNN,0.92485,0.27286015787124634,0.9128,0.3453598908901215
0,selu,64,49.38322639465332,49.38322639465332,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000008,CNN,0.8796666666666667,1.009073032750686,0.9128,0.3088121498465538
1,selu,64,48.517319679260254,97.90054607391357,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000008,CNN,0.9231333333333334,0.2893662054677804,0.9306,0.2619010297238827
2,selu,64,48.07303714752197,145.97358322143555,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000008,CNN,0.9311,0.25292965795000394,0.9342,0.23115425564050673
3,selu,64,48.04070520401001,194.01428842544556,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000008,CNN,0.9362666666666667,0.23377952521344025,0.937,0.21583865921497344
4,selu,64,47.88286876678467,241.89715719223022,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000008,CNN,0.9417333333333333,0.21644070943991342,0.931,0.2527020126819611
5,selu,64,47.805997133255005,289.70315432548523,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000008,CNN,0.9448333333333333,0.20942383505403994,0.9314,0.2766096374064684
6,selu,64,47.91471266746521,337.61786699295044,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000008,CNN,0.9467833333333333,0.20181753645340603,0.9469,0.23269297816120088
7,selu,64,47.8988561630249,385.51672315597534,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000008,CNN,0.9496166666666667,0.19328511473735174,0.9527,0.2158882714045234
8,selu,64,47.72196578979492,433.23868894577026,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000008,CNN,0.9536166666666667,0.17585570083806912,0.9467,0.25327060106517746
9,selu,64,47.72259497642517,480.96128392219543,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000008,CNN,0.9536,0.17876166370362043,0.9493,0.2214781867738813
0,hard_sigmoid,64,50.562278747558594,50.562278747558594,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000009,CNN,0.09858333333333333,14.508103387705486,0.0958,14.573981672668458
1,hard_sigmoid,64,47.32942795753479,97.89170670509338,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000009,CNN,0.09863333333333334,14.528313762410482,0.0958,14.573981672668458
2,hard_sigmoid,64,47.29928112030029,145.19098782539368,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000009,CNN,0.09863333333333334,14.528313743591308,0.0958,14.573981672668458
3,hard_sigmoid,64,47.64919447898865,192.84018230438232,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000009,CNN,0.09863333333333334,14.528313742574056,0.0958,14.573981672668458
4,hard_sigmoid,64,47.779895305633545,240.62007761001587,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000009,CNN,0.09863333333333334,14.528313723754883,0.0958,14.573981672668458
5,hard_sigmoid,64,47.68983054161072,288.3099081516266,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000009,CNN,0.09863333333333334,14.528313735961914,0.0958,14.573981672668458
6,hard_sigmoid,64,47.685537815093994,335.9954459667206,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000009,CNN,0.09863333333333334,14.528313720703125,0.0958,14.573981672668458
7,hard_sigmoid,64,47.60647368431091,383.6019196510315,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000009,CNN,0.09863333333333334,14.52831375172933,0.0958,14.573981672668458
8,hard_sigmoid,64,47.64127254486084,431.24319219589233,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000009,CNN,0.09863333333333334,14.528313736979166,0.0958,14.573981672668458
9,hard_sigmoid,64,47.70974373817444,478.9529359340668,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000009,CNN,0.09863333333333334,14.52831372680664,0.0958,14.573981672668458
0,linear,64,28.392040014266968,28.392040014266968,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000010,CNN,0.8612666666666666,1.1679679200728734,0.9145,0.3120780601322651
1,linear,64,27.28913712501526,55.68117713928223,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000010,CNN,0.9132166666666667,0.3196854444364707,0.9092,0.32291246709823607
2,linear,64,27.410845041275024,83.09202218055725,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000010,CNN,0.91525,0.30720893363555274,0.9163,0.3089372347831726
3,linear,64,27.341373920440674,110.43339610099792,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000010,CNN,0.9142166666666667,0.31109495573441187,0.9165,0.30915889984369277
4,linear,64,27.281373977661133,137.71477007865906,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000010,CNN,0.9169833333333334,0.299577674694856,0.9107,0.33530011409521104
5,linear,64,27.241883039474487,164.95665311813354,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000010,CNN,0.91665,0.30128576377630234,0.9153,0.30446693009734155
6,linear,64,27.19029688835144,192.14695000648499,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000010,CNN,0.9174666666666667,0.30003460051218667,0.9103,0.3603310666382313
7,linear,64,27.177279710769653,219.32422971725464,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000010,CNN,0.91895,0.29265921021302543,0.9072,0.35596590576171877
8,linear,64,27.166030883789062,246.4902606010437,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000010,CNN,0.9182833333333333,0.2936225806514422,0.9064,0.3793333272397518
9,linear,64,27.296610593795776,273.7868711948395,0.0,sparse_categorical_crossentropy,Adam,MNIST_1000samples,000010,CNN,0.9203333333333333,0.28913538884719214,0.9155,0.3128805731832981
0,relu,64,31.251795291900635,31.251795291900635,0.0,sparse_categorical_crossentropy,Adam_lr0.0001,MNIST_1000samples,000011,CNN,0.9186333333333333,0.3068142011006673,0.9619,0.13748437430262567
1,relu,64,30.291529178619385,61.54332447052002,0.0,sparse_categorical_crossentropy,Adam_lr0.0001,MNIST_1000samples,000011,CNN,0.9697666666666667,0.11222502276500067,0.9768,0.08457743849307299
2,relu,64,30.43577527999878,91.9790997505188,0.0,sparse_categorical_crossentropy,Adam_lr0.0001,MNIST_1000samples,000011,CNN,0.9791666666666666,0.07585047617753347,0.9775,0.07437735751271247
3,relu,64,30.48890209197998,122.46800184249878,0.0,sparse_categorical_crossentropy,Adam_lr0.0001,MNIST_1000samples,000011,CNN,0.9834166666666667,0.058682185070713364,0.9795,0.06532310284003616
4,relu,64,30.44683337211609,152.91483521461487,0.0,sparse_categorical_crossentropy,Adam_lr0.0001,MNIST_1000samples,000011,CNN,0.9863333333333333,0.04901415648808082,0.9812,0.05943618556614965
5,relu,64,30.41089677810669,183.32573199272156,0.0,sparse_categorical_crossentropy,Adam_lr0.0001,MNIST_1000samples,000011,CNN,0.9882666666666666,0.04169084214841326,0.9825,0.0552325243730098
6,relu,64,30.27292513847351,213.59865713119507,0.0,sparse_categorical_crossentropy,Adam_lr0.0001,MNIST_1000samples,000011,CNN,0.9902666666666666,0.03543149204850197,0.9812,0.056331171203777196
7,relu,64,30.267000913619995,243.86565804481506,0.0,sparse_categorical_crossentropy,Adam_lr0.0001,MNIST_1000samples,000011,CNN,0.991,0.031286362974966564,0.9816,0.0565579292781651
8,relu,64,30.23200511932373,274.0976631641388,0.0,sparse_categorical_crossentropy,Adam_lr0.0001,MNIST_1000samples,000011,CNN,0.9927666666666667,0.027310784153143565,0.9823,0.0561511833358556
9,relu,64,30.323325634002686,304.4209887981415,0.0,sparse_categorical_crossentropy,Adam_lr0.0001,MNIST_1000samples,000011,CNN,0.9934,0.024096748082712293,0.9832,0.055393589832121504
0,relu,64,31.423675298690796,31.423675298690796,0.0,sparse_categorical_crossentropy,Adam_lr0.01,MNIST_1000samples,000012,CNN,0.9555833333333333,0.15108730927432576,0.9744,0.08478954095467925
1,relu,64,30.20074462890625,61.624419927597046,0.0,sparse_categorical_crossentropy,Adam_lr0.01,MNIST_1000samples,000012,CNN,0.9800333333333333,0.06501863819149634,0.9742,0.08518743518963456
2,relu,64,30.306476354599,91.93089628219604,0.0,sparse_categorical_crossentropy,Adam_lr0.01,MNIST_1000samples,000012,CNN,0.9865833333333334,0.0424490634277463,0.9774,0.0897885199852055
3,relu,64,30.35851740837097,122.28941369056702,0.0,sparse_categorical_crossentropy,Adam_lr0.01,MNIST_1000samples,000012,CNN,0.9903666666666666,0.030076916566685152,0.9778,0.11286323560713027
4,relu,64,30.223922967910767,152.51333665847778,0.0,sparse_categorical_crossentropy,Adam_lr0.01,MNIST_1000samples,000012,CNN,0.99145,0.026235740878799697,0.9756,0.11347263024136191
5,relu,64,30.23730158805847,182.75063824653625,0.0,sparse_categorical_crossentropy,Adam_lr0.01,MNIST_1000samples,000012,CNN,0.9924166666666666,0.023177450091968057,0.9769,0.13575009021082696
6,relu,64,30.198253870010376,212.94889211654663,0.0,sparse_categorical_crossentropy,Adam_lr0.01,MNIST_1000samples,000012,CNN,0.9939666666666667,0.019447889708638345,0.9754,0.1519001334812725
7,relu,64,30.200812578201294,243.14970469474792,0.0,sparse_categorical_crossentropy,Adam_lr0.01,MNIST_1000samples,000012,CNN,0.9943,0.018931351342719668,0.9709,0.1800594955990535
8,relu,64,30.187466621398926,273.33717131614685,0.0,sparse_categorical_crossentropy,Adam_lr0.01,MNIST_1000samples,000012,CNN,0.9953166666666666,0.015777362043946655,0.9745,0.1692792240725277
9,relu,64,30.158737421035767,303.4959087371826,0.0,sparse_categorical_crossentropy,Adam_lr0.01,MNIST_1000samples,000012,CNN,0.99535,0.017476185651249036,0.9776,0.16943758006970455
0,relu,64,31.42969584465027,31.42969584465027,0.0,sparse_categorical_crossentropy,Adam_lr0.1,MNIST_1000samples,000013,CNN,0.13353333333333334,13.952030109405518,0.0958,14.573981672668458
1,relu,64,30.20892357826233,61.6386194229126,0.0,sparse_categorical_crossentropy,Adam_lr0.1,MNIST_1000samples,000013,CNN,0.09863333333333334,14.52831372121175,0.0958,14.573981672668458
2,relu,64,30.21057891845703,91.84919834136963,0.0,sparse_categorical_crossentropy,Adam_lr0.1,MNIST_1000samples,000013,CNN,0.09863333333333334,14.528313745117188,0.0958,14.573981672668458
3,relu,64,30.278624773025513,122.12782311439514,0.0,sparse_categorical_crossentropy,Adam_lr0.1,MNIST_1000samples,000013,CNN,0.09863333333333334,14.528313764953614,0.0958,14.573981672668458
4,relu,64,30.204726457595825,152.33254957199097,0.0,sparse_categorical_crossentropy,Adam_lr0.1,MNIST_1000samples,000013,CNN,0.09863333333333334,14.52831374613444,0.0958,14.573981672668458
5,relu,64,30.23345446586609,182.56600403785706,0.0,sparse_categorical_crossentropy,Adam_lr0.1,MNIST_1000samples,000013,CNN,0.09863333333333334,14.52831373087565,0.0958,14.573981672668458
6,relu,64,30.266172170639038,212.8321762084961,0.0,sparse_categorical_crossentropy,Adam_lr0.1,MNIST_1000samples,000013,CNN,0.09863333333333334,14.528313756815592,0.0958,14.573981672668458
7,relu,64,30.336832761764526,243.16900897026062,0.0,sparse_categorical_crossentropy,Adam_lr0.1,MNIST_1000samples,000013,CNN,0.09863333333333334,14.528313743591308,0.0958,14.573981672668458
8,relu,64,30.305341482162476,273.4743504524231,0.0,sparse_categorical_crossentropy,Adam_lr0.1,MNIST_1000samples,000013,CNN,0.09863333333333334,14.528313743082682,0.0958,14.573981672668458
9,relu,64,30.322662591934204,303.7970130443573,0.0,sparse_categorical_crossentropy,Adam_lr0.1,MNIST_1000samples,000013,CNN,0.09863333333333334,14.52831372680664,0.0958,14.573981672668458
0,relu,64,29.030315399169922,29.030315399169922,0.0,sparse_categorical_crossentropy,SGD,MNIST_1000samples,000014,CNN,0.8681833333333333,0.5335398074626923,0.913,0.311173298060894
1,relu,64,28.011154651641846,57.04147005081177,0.0,sparse_categorical_crossentropy,SGD,MNIST_1000samples,000014,CNN,0.9087166666666666,0.3191553657213847,0.9165,0.2938522813260555
2,relu,64,27.82297945022583,84.8644495010376,0.0,sparse_categorical_crossentropy,SGD,MNIST_1000samples,000014,CNN,0.9144166666666667,0.298043452779452,0.9131,0.29642739584445954
3,relu,64,27.91468095779419,112.77913045883179,0.0,sparse_categorical_crossentropy,SGD,MNIST_1000samples,000014,CNN,0.91815,0.28752649612426756,0.9226,0.2780186205267906
4,relu,64,28.048153400421143,140.82728385925293,0.0,sparse_categorical_crossentropy,SGD,MNIST_1000samples,000014,CNN,0.9212666666666667,0.27783678997357686,0.9231,0.26933392528891564
